238.97674	109.55375	79.42897	98.27903	57.14286	0.44178	-0.02410	0.91035	1.67515	93.32374	0	1	0	0	0
278.44444	104.07525	76.44123	115.30887	54.28571	0.35132	-0.02899	0.84026	1.70243	350.70920	0	1	0	0	0
282.75000	118.42961	84.92496	124.58807	57.14286	0.36253	-0.02899	0.93816	1.59758	320.17179	0	1	0	0	0
287.02703	122.64674	86.94810	125.54368	58.33333	0.36912	-0.02817	0.90983	3.55294	370.37673	0	1	0	0	0
293.40000	123.54887	88.67505	126.55912	55.88235	0.37403	-0.02985	0.86974	1.38539	365.58526	0	1	0	0	0
308.33333	117.10679	87.40564	138.46248	50.00000	0.33263	-0.03175	0.88647	15.21631	458.84117	0	1	0	0	0
319.93750	118.44748	89.02618	140.01249	48.38710	0.33532	-0.03279	0.84342	17.58992	480.37765	0	1	0	0	0
327.33333	120.91718	91.03297	140.90761	48.27586	0.34132	-0.03509	0.80905	4.02112	469.57403	0	1	0	0	0
345.93333	131.41813	94.88030	151.94800	51.72414	0.32864	-0.03509	0.83603	14.89515	513.37373	0	1	0	0	0
350.96552	132.63403	96.55973	152.06793	50.00000	0.33481	-0.03637	0.81467	13.39292	498.63031	0	1	0	0	0
358.17241	132.56077	96.59354	149.59994	50.00000	0.34110	-0.03637	0.78216	4.89758	498.13162	0	1	0	0	0
242.62791	105.29505	75.42080	100.76268	57.14286	0.40358	-0.02410	0.89629	1.57140	125.02440	0	1	0	0	0
363.82143	134.92069	97.46483	149.17776	51.85185	0.34564	-0.03774	0.76568	9.36085	471.26499	0	1	0	0	0
373.78571	136.41494	96.32709	145.64226	55.55556	0.35041	-0.03774	0.71875	3.88667	446.59157	0	1	0	0	0
389.11111	138.06910	98.70867	142.50961	53.84615	0.36917	-0.03922	0.68036	4.25977	391.72133	0	1	0	0	0
397.61538	125.82273	93.46113	138.63124	48.00000	0.35804	-0.04082	0.61812	1.84139	335.44403	0	1	0	0	0
406.42308	125.57325	93.69995	136.09730	44.00000	0.36665	-0.04082	0.59957	1.28110	286.09916	0	1	0	0	0
415.80000	128.27542	94.79843	132.06392	50.00000	0.38453	-0.04256	0.56532	2.37354	231.52122	0	1	0	0	0
451.17391	133.89752	96.24255	100.46226	54.54545	0.54567	-0.04652	0.32606	3.28724	95.61278	0	1	0	0	0
458.68182	110.90665	75.50270	80.97945	57.14286	0.52695	-0.04879	0.21206	1.23460	87.19498	0	1	0	0	0
458.68182	110.90665	75.50270	80.97945	57.14286	0.52695	-0.04879	0.21206	1.23460	87.19498	0	1	0	0	0
462.27273	114.17092	78.39643	87.62533	57.14286	0.50018	-0.04879	0.23791	3.89366	87.16633	0	1	0	0	0
241.37209	98.91507	70.68853	97.80284	57.14286	0.38758	-0.02410	0.86807	1.68345	160.69408	0	1	0	0	0
464.00000	123.72608	84.44416	86.49172	57.14286	0.55934	-0.04879	0.23171	1.04375	90.81235	0	1	0	0	0
241.21429	99.96243	71.50492	99.58163	56.09756	0.38467	-0.02469	0.88443	1.64538	159.38135	0	1	0	0	0
247.19048	99.96353	71.48262	104.68962	56.09756	0.36323	-0.02469	0.90533	3.34321	198.56291	0	1	0	0	0
255.17073	100.95965	71.92446	108.36927	57.50000	0.35178	-0.02532	0.90839	1.98770	237.62304	0	1	0	0	0
265.27500	102.32665	72.42961	109.35607	58.97436	0.35097	-0.02598	0.86342	2.61223	319.79096	0	1	0	0	0
267.66667	102.78388	73.60945	110.21455	57.89474	0.35427	-0.02667	0.85604	2.18345	319.82054	0	1	0	0	0
275.02703	103.24351	75.37331	115.57342	55.55556	0.34494	-0.02817	0.86247	2.15778	351.95775	0	1	0	0	0
212.42857	74.66411	49.40711	56.74145	39.58333	0.48361	-0.02105	0.46601	4.72464	111.53827	0	1	0	0	0
249.48780	127.90700	98.74467	130.69703	50.00000	0.40799	-0.02532	1.20889	2.39274	276.88213	0	1	0	0	0
